,uri,full_uri,layer_size,platform,arch,digest,os,schema_version
17,ghcr.io/converged-computing/ensemble-osu,ghcr.io/converged-computing/ensemble-osu:spack,161904419,{},unknown,sha256:3108eb87c720223d7b01c42e1b1bb13bbbd9570e4cb597582390155256385408,unknown,2
18,ghcr.io/converged-computing/ensemble-osu,ghcr.io/converged-computing/ensemble-osu:spack,58141986,{},unknown,sha256:8fe95bb2409424d1949096dbf2efa0e6392d241b6b3325807dffcea3fdd7869c,unknown,2
19,ghcr.io/converged-computing/ensemble-osu,ghcr.io/converged-computing/ensemble-osu:spack,236118,{},unknown,sha256:6e442567ee52717f32db837db5d87f1e8a98b970bb9869f098279f64c840001d,unknown,2
20,ghcr.io/converged-computing/ensemble-osu,ghcr.io/converged-computing/ensemble-osu:spack,502,{},unknown,sha256:b46a648f09579ad45ff52722871b9316e5358cd64ab07552bf7eeff839fb97d0,unknown,2
21,ghcr.io/converged-computing/ensemble-osu,ghcr.io/converged-computing/ensemble-osu:spack,38707639,{},unknown,sha256:8f5c0581426cbe7ebf8034cbebbb3ffc0d9a8428e0ce9b1c60d01f55ac0cd97f,unknown,2
22,ghcr.io/converged-computing/ensemble-osu,ghcr.io/converged-computing/ensemble-osu:spack,22349048,{},unknown,sha256:a17a802f67963b59205cec23ff4adb3553d218e1f7d12e1f0ef13da681ff39cd,unknown,2
23,ghcr.io/converged-computing/ensemble-osu,ghcr.io/converged-computing/ensemble-osu:spack,3738627,{},unknown,sha256:ac4b38a6a341d41d11a824819b6174208ab580d822914a07fef981148336a272,unknown,2
24,ghcr.io/converged-computing/ensemble-amg2023,ghcr.io/converged-computing/ensemble-amg2023:spack,30439933,{},unknown,sha256:7478e0ac0f23f94b2f27848fbcdf804a670fbf8d4bab26df842d40a10cd33059,unknown,2
25,ghcr.io/converged-computing/ensemble-amg2023,ghcr.io/converged-computing/ensemble-amg2023:spack,191862847,{},unknown,sha256:917b0efafc4f9550a83d101dbdd2c56a5d2be4aecbb070e198f4ce454589c790,unknown,2
26,ghcr.io/converged-computing/ensemble-amg2023,ghcr.io/converged-computing/ensemble-amg2023:spack,73596495,{},unknown,sha256:9ccb7bf28fdee7318c17f102682505fd1bf663634d8d488b1bca49e74699e415,unknown,2
27,ghcr.io/converged-computing/ensemble-amg2023,ghcr.io/converged-computing/ensemble-amg2023:spack,252672,{},unknown,sha256:b90a0070ae5866cb5c1367f0c71d542c6fb3086eb3811a4cd9415137fb8033c5,unknown,2
28,ghcr.io/converged-computing/ensemble-amg2023,ghcr.io/converged-computing/ensemble-amg2023:spack,448,{},unknown,sha256:520d1cb54440dbd559323a29893b2ba1491ee4f42aa850a3c5807dd536062e57,unknown,2
29,ghcr.io/converged-computing/ensemble-amg2023,ghcr.io/converged-computing/ensemble-amg2023:spack,38709350,{},unknown,sha256:88023070f74e345dbfb485e8ec556f807491fff4ebe336e424f580fc218c418c,unknown,2
30,ghcr.io/converged-computing/ensemble-amg2023,ghcr.io/converged-computing/ensemble-amg2023:spack,22349573,{},unknown,sha256:e2ce7950d948cde126b546a7e3df37dfd7218045f57b8fdd221bbbcbffc9d7f4,unknown,2
31,ghcr.io/converged-computing/ensemble-amg2023,ghcr.io/converged-computing/ensemble-amg2023:spack,3738634,{},unknown,sha256:54b969c4096da3402c37ff9935cd5520c460f0f3127ff991985252c3fb1216bb,unknown,2
32,ghcr.io/converged-computing/ensemble-minife,ghcr.io/converged-computing/ensemble-minife:spack,30439933,{},unknown,sha256:7478e0ac0f23f94b2f27848fbcdf804a670fbf8d4bab26df842d40a10cd33059,unknown,2
33,ghcr.io/converged-computing/ensemble-minife,ghcr.io/converged-computing/ensemble-minife:spack,164625887,{},unknown,sha256:5ac8f354fedbec5138c8fd242354f82108ed56a962d93464d46c0152b98c3b6a,unknown,2
34,ghcr.io/converged-computing/ensemble-minife,ghcr.io/converged-computing/ensemble-minife:spack,49142717,{},unknown,sha256:355bf0781675804e64dd179cb7c572c2b45bfef76975a6fa5134a84e156bb75a,unknown,2
35,ghcr.io/converged-computing/ensemble-minife,ghcr.io/converged-computing/ensemble-minife:spack,233332,{},unknown,sha256:2d1af6d87452ca1c83c732e31121ac95e6fcc77ddb2f9096656c238ba95b8d5f,unknown,2
36,ghcr.io/converged-computing/ensemble-minife,ghcr.io/converged-computing/ensemble-minife:spack,451,{},unknown,sha256:822f70c08bd985d34051facf9fe8f5506810faa27dd6812647e2f437fb025e10,unknown,2
37,ghcr.io/converged-computing/ensemble-minife,ghcr.io/converged-computing/ensemble-minife:spack,38707580,{},unknown,sha256:26733158dfa2b5a463dcbb02387d28854679ee6970860fe128699678dac56eac,unknown,2
38,ghcr.io/converged-computing/ensemble-minife,ghcr.io/converged-computing/ensemble-minife:spack,22349538,{},unknown,sha256:ddbb076c07ef326b69744c995120c8c1474ebda0653b942470164a0e9825d456,unknown,2
39,ghcr.io/converged-computing/ensemble-minife,ghcr.io/converged-computing/ensemble-minife:spack,3738628,{},unknown,sha256:115fc240f75f3107d28b11e01273564eb68557d8f3102da46b505f8a48e24867,unknown,2
40,ghcr.io/converged-computing/ensemble-lammps,ghcr.io/converged-computing/ensemble-lammps:spack,30439933,{},unknown,sha256:7478e0ac0f23f94b2f27848fbcdf804a670fbf8d4bab26df842d40a10cd33059,unknown,2
41,ghcr.io/converged-computing/ensemble-lammps,ghcr.io/converged-computing/ensemble-lammps:spack,293528660,{},unknown,sha256:a1722c3786e1e1280414483235609dd15ce78efe3d369d1c7d0f86a594544856,unknown,2
42,ghcr.io/converged-computing/ensemble-lammps,ghcr.io/converged-computing/ensemble-lammps:spack,89722701,{},unknown,sha256:8d5bbf70ab785cf2f15fa2ca1bf8a7b0b831548619b46e11bfd7dd6b6fce4895,unknown,2
43,ghcr.io/converged-computing/ensemble-lammps,ghcr.io/converged-computing/ensemble-lammps:spack,257789,{},unknown,sha256:018b1cf82050834331d0b18704bdc9cf76f245dd8ddf521c60c4ef2527fff1e8,unknown,2
44,ghcr.io/converged-computing/ensemble-lammps,ghcr.io/converged-computing/ensemble-lammps:spack,481,{},unknown,sha256:c07632a5bb99622692113256b8ad2e610558cb6d183f8c0310b9628ad856b085,unknown,2
45,ghcr.io/converged-computing/ensemble-lammps,ghcr.io/converged-computing/ensemble-lammps:spack,38707621,{},unknown,sha256:f20f68845856c6739070926f6b33dce901b4926ee6e2af3cbfeff00041277087,unknown,2
46,ghcr.io/converged-computing/ensemble-lammps,ghcr.io/converged-computing/ensemble-lammps:spack,22349152,{},unknown,sha256:d66e9203e791ecc600eee388fc08a4ed28f43f5b2c50e0cf969873def653351c,unknown,2
47,ghcr.io/converged-computing/ensemble-lammps,ghcr.io/converged-computing/ensemble-lammps:spack,3738628,{},unknown,sha256:52440cb918b86f32bbd9dc177036d855ffd395fa9dc531e781c5adfc92f686a8,unknown,2
48,ghcr.io/converged-computing/ensemble-laghos,ghcr.io/converged-computing/ensemble-laghos:spack,30439933,{},unknown,sha256:7478e0ac0f23f94b2f27848fbcdf804a670fbf8d4bab26df842d40a10cd33059,unknown,2
49,ghcr.io/converged-computing/ensemble-laghos,ghcr.io/converged-computing/ensemble-laghos:spack,201234027,{},unknown,sha256:be1e9969100c543e49ca5d2cf0a1a22c8d2270e4da7c73f7ba8b8febb101945b,unknown,2
50,ghcr.io/converged-computing/ensemble-laghos,ghcr.io/converged-computing/ensemble-laghos:spack,90176637,{},unknown,sha256:e8700f47926e9b733150f622a23c5cde4a7173281b4b8321a0f807d8b5d6c66b,unknown,2
51,ghcr.io/converged-computing/ensemble-laghos,ghcr.io/converged-computing/ensemble-laghos:spack,283112,{},unknown,sha256:4e9312c8d515ba62864ae5bd2b1cc7bea4a71448b1da214f5cc438102a64b414,unknown,2
52,ghcr.io/converged-computing/ensemble-laghos,ghcr.io/converged-computing/ensemble-laghos:spack,450,{},unknown,sha256:d0e1edcf8d247d553c2273cc45386ba0900474aa3847797fba9c6ef62db2f34b,unknown,2
53,ghcr.io/converged-computing/ensemble-laghos,ghcr.io/converged-computing/ensemble-laghos:spack,38707576,{},unknown,sha256:8ec2695a3489daf7e85db0f41ce0429c8e0c83fa7776e7710715c779ee4051d3,unknown,2
54,ghcr.io/converged-computing/ensemble-laghos,ghcr.io/converged-computing/ensemble-laghos:spack,22349487,{},unknown,sha256:25272c956e35bb87f0a70360b8c0d83762fcd41dcd228e34188aacfd2fd51912,unknown,2
55,ghcr.io/converged-computing/ensemble-laghos,ghcr.io/converged-computing/ensemble-laghos:spack,3738629,{},unknown,sha256:dc421a4a794d3fbf8f626da495c67ba736b136bd57984940720d1541ca9db821,unknown,2
